,location,total_sqft,bath,price,bhk
9153,other,1230.0,2.0,70.0,2
9154,other,1600.0,3.0,95.0,3
9155,other,450.0,1.0,60.0,1
9156,other,600.0,2.0,23.0,1
9157,other,3463.0,6.0,310.0,4
9158,other,1200.0,2.0,85.0,2
9161,other,2000.0,4.0,130.0,3
9162,other,1350.0,4.0,140.0,4
9165,other,1175.0,2.0,79.0,2
9167,other,1112.0,2.0,68.0,2
9170,other,1158.0,2.0,75.0,2
9173,other,1200.0,2.0,90.0,2
9174,other,1266.67,2.0,69.0,2
9176,other,2000.0,2.0,160.0,2
9180,other,2679.0,5.0,280.0,4
9181,other,1230.0,2.0,75.0,2
9183,other,3150.0,5.0,145.0,8
9184,other,2400.0,2.0,135.0,2
9185,other,880.0,2.0,48.0,2
9190,other,1022.0,2.0,57.0,2
9191,other,1200.0,2.0,76.0,2
9194,other,1605.0,3.0,100.0,3
9195,other,1542.0,3.0,98.0,3
9198,other,1333.0,2.0,77.27,2
9199,other,1100.0,3.0,110.0,3
9200,other,1050.0,2.0,70.0,2
9204,other,1200.0,4.0,165.0,4
9205,other,1100.0,2.0,145.0,3
9207,other,1200.0,3.0,99.0,3
9210,other,1000.0,2.0,60.0,2
9211,other,5720.0,3.0,350.0,3
9213,other,1012.0,2.0,59.0,2
9216,other,1200.0,4.0,140.0,4
9217,other,600.0,2.0,39.0,2
9220,other,1700.0,3.0,111.0,3
9224,other,1780.0,3.0,110.0,3
9226,other,1080.0,3.0,149.0,3
9227,other,900.0,2.0,65.0,3
9229,other,1200.0,3.0,160.0,4
9230,other,1540.0,3.0,85.0,3
9231,other,2456.0,3.0,220.0,3
9233,other,1530.0,2.0,185.0,2
9236,other,1717.0,3.0,120.0,3
9239,other,1475.0,2.0,171.0,2
9241,other,650.0,1.0,16.0,1
9243,other,1504.0,2.0,102.0,3
9245,other,1800.0,4.0,145.0,4
9246,other,3000.0,4.0,240.0,4
9248,other,1625.0,3.0,92.0,3
9249,other,2400.0,4.0,250.0,4
9252,other,1490.0,2.0,92.0,3
9254,other,1044.0,2.0,60.0,2
9258,other,1567.2,2.0,190.0,3
9263,other,1293.0,2.0,75.0,2
9265,other,860.0,2.0,65.5,2
9266,other,1374.0,2.0,88.0,3
9270,other,2000.0,2.0,160.0,4
9271,other,834.0,1.0,62.0,1
9272,other,600.0,1.0,52.0,1
9273,other,2000.0,4.0,135.0,4
9274,other,2750.0,3.0,260.0,3
9278,other,1280.0,2.0,90.0,2
9280,other,2075.0,3.0,175.0,3
9287,other,2274.24,4.0,160.0,3
9289,other,900.0,3.0,105.0,2
9292,other,1350.0,3.0,75.0,3
9294,other,470.0,2.0,10.0,1
9296,other,1313.0,4.0,150.0,3
9297,other,2515.0,4.0,155.0,3
9300,other,2665.0,3.0,350.0,3
9302,other,3500.0,5.0,450.0,4
9309,other,2400.0,5.0,300.0,6
9310,other,3000.0,4.0,130.0,8
9311,other,1235.0,2.0,140.0,2
9312,other,3200.0,3.0,260.0,3
9313,other,1450.0,3.0,90.0,3
9314,other,3754.0,6.0,480.0,4
9315,other,1893.0,3.0,115.0,3
9318,other,1200.0,2.0,100.0,3
9319,other,1205.0,2.0,70.0,2
9320,other,1500.0,3.0,90.0,3
9322,other,1250.0,2.0,67.0,2
9325,other,375.0,1.0,26.0,1
9326,other,800.0,3.0,59.5,2
9328,other,1400.0,2.0,85.0,2
9329,other,1800.0,2.0,100.0,3
9330,other,925.0,2.0,70.0,2
9333,other,3500.0,2.0,350.0,4
9336,other,2100.0,4.0,255.0,3
9337,other,400.0,1.0,35.0,1
9340,other,2400.0,5.0,180.0,4
9341,other,6000.0,1.0,276.0,1
9342,other,825.0,2.0,40.0,1
9344,other,5000.0,5.0,600.0,4
9346,other,4800.0,5.0,420.0,4
9347,other,3400.0,3.0,400.0,3
9348,other,600.0,1.0,33.0,1
9350,other,2600.0,3.0,147.0,3
9352,other,800.0,1.0,72.0,1
9354,other,1225.0,2.0,82.0,3
9355,other,655.0,1.0,27.0,1
9356,other,1196.0,2.0,96.0,2
9357,other,927.0,2.0,50.0,2
9358,other,600.0,1.0,18.0,1
9360,other,2800.0,4.0,200.0,4
9363,other,800.0,2.0,85.0,2
9364,other,985.0,2.0,57.0,2
9365,other,6000.0,12.0,150.0,11
9367,other,600.0,2.0,80.0,2
9368,other,1503.0,2.0,93.0,3
9373,other,1768.0,3.0,95.0,3
9374,other,3060.0,4.0,350.0,4
9375,other,800.0,1.0,32.0,1
9377,other,600.0,1.0,35.0,1
9378,other,1010.0,2.0,55.0,2
9381,other,3978.0,4.0,428.0,4
9384,other,2008.0,3.0,170.0,3
9385,other,2095.0,3.0,142.0,3
9387,other,1600.0,2.0,88.0,3
9388,other,1350.0,4.0,160.0,4
9389,other,500.0,1.0,20.0,1
9390,other,1280.0,2.0,100.0,3
9391,other,1650.0,3.0,110.0,3
9394,other,1044.0,2.0,85.0,2
9396,other,840.0,1.0,99.0,2
9399,other,3870.0,4.0,411.0,4
9401,other,1835.0,3.0,175.0,3
9404,other,425.0,1.0,15.0,1
9407,other,2380.0,4.0,242.0,4
9408,other,900.0,1.0,70.0,2
9409,other,1517.0,2.0,125.0,2
9411,other,3602.0,4.0,280.0,4
9412,other,2159.0,3.0,120.0,3
9413,other,1200.0,3.0,72.0,3
9414,other,1850.0,3.0,175.0,6
9415,other,510.0,1.0,34.0,1
9416,other,1166.0,2.0,65.0,2
9417,other,2700.0,2.0,260.0,3
9418,other,1350.0,2.0,175.0,3
9420,other,940.0,2.0,56.0,2
9423,other,1645.0,3.0,95.0,3
9425,other,1000.0,2.0,63.0,2
9427,other,1998.0,3.0,117.0,3
9430,other,1804.0,3.0,150.0,3
9431,other,1350.0,3.0,81.0,3
9433,other,3000.0,3.0,300.0,4
9437,other,1200.0,4.0,110.0,4
9439,other,1217.0,2.0,164.0,2
9442,other,600.0,1.0,45.0,1
9443,other,672.0,1.0,27.0,1
9444,other,1280.0,3.0,87.0,3
9446,other,1567.0,3.0,100.0,3
9447,other,2350.0,3.0,210.0,3
9450,other,560.0,1.0,19.0,1
9452,other,520.0,2.0,29.0,1
9453,other,1950.0,3.0,230.0,3
9454,other,600.0,1.0,58.0,1
9455,other,1000.0,1.0,19.0,1
9457,other,375.0,1.0,40.0,1
9459,other,2000.0,2.0,120.0,2
9460,other,1220.0,2.0,65.0,2
9464,other,1130.0,2.0,74.0,2
9465,other,1407.0,2.0,83.87,2
9467,other,1350.0,4.0,160.0,4
9468,other,2375.0,3.0,260.0,4
9469,other,1200.0,2.0,67.0,2
9470,other,1872.0,3.0,152.0,3
9471,other,1400.0,3.0,90.0,3
9472,other,812.0,1.0,26.0,1
9474,other,600.0,2.0,35.0,1
9488,other,1800.0,4.0,115.0,3
9490,other,1499.0,3.0,89.0,3
9493,other,1050.0,2.0,65.0,2
9494,other,905.0,2.0,50.0,2
9498,other,3155.0,3.0,315.0,3
9503,other,1464.0,2.0,135.0,3
9505,other,1200.0,2.0,75.0,2
9506,other,1707.0,3.0,171.0,3
9507,other,565.0,1.0,33.0,1
9508,other,630.0,2.0,70.0,1
9509,other,1000.0,2.0,55.0,2
9512,other,2400.0,4.0,130.0,3
9514,other,1100.0,2.0,70.0,2
9515,other,420.0,1.0,23.5,1
9517,other,1225.0,2.0,71.05,2
9518,other,1350.0,4.0,90.0,4
9519,other,1732.5,3.0,91.855,3
9520,other,3760.0,2.0,280.0,2
9521,other,3071.0,4.0,300.0,3
9526,other,1620.0,3.0,95.0,3
9527,other,560.0,1.0,21.0,1
9530,other,2250.0,3.0,180.0,3
9532,other,1350.0,2.0,45.0,1
9533,other,1209.0,2.0,100.0,2
9534,other,1500.0,3.0,95.0,3
9535,other,1000.0,2.0,60.0,2
9537,other,1200.0,4.0,130.0,4
9538,other,2250.0,3.0,199.0,3
9539,other,3700.0,4.0,314.0,4
9541,other,1405.0,3.0,169.0,3
9542,other,4800.0,6.0,420.0,4
9545,other,500.0,1.0,16.0,1
9546,other,1600.0,3.0,180.0,3
9548,other,648.0,1.0,34.0,1
9549,other,1720.0,2.0,126.0,3
9552,other,1080.0,2.0,64.0,2
9553,other,1100.0,2.0,61.0,2
9556,other,535.0,1.0,35.0,1
9559,other,1465.0,2.0,88.0,3
9560,other,1145.0,2.0,63.0,2
9561,other,3420.0,3.0,410.0,4
9562,other,1280.0,2.0,75.0,2
9563,other,680.0,3.0,60.0,2
9565,other,1738.0,3.0,110.0,3
9566,other,1500.0,3.0,90.0,3
9568,other,1050.0,2.0,110.0,2
9569,other,1541.0,2.0,181.0,2
9570,other,1275.0,2.0,105.0,2
9571,other,2048.0,3.0,206.0,3
9575,other,2320.0,2.0,160.0,3
9576,other,1237.0,3.0,78.0,3
9580,other,1200.0,2.0,140.0,4
9582,other,1160.0,2.0,75.0,2
9588,other,1155.0,2.0,65.0,2
9592,other,984.0,2.0,125.0,2
9593,other,1148.0,2.0,69.0,2
9594,other,1719.0,3.0,110.0,3
9596,other,3000.0,4.0,264.0,4
9598,other,1320.0,2.0,90.0,2
9602,other,1230.0,2.0,68.0,2
9604,other,4560.0,5.0,430.0,4
9609,other,3000.0,4.0,300.0,5
9610,other,1560.0,2.0,125.0,3
9612,other,1012.0,2.0,59.0,2
9613,other,1245.0,2.0,120.0,2
9614,other,1485.0,2.0,110.0,3
9617,other,1489.0,2.0,101.0,2
9618,other,2800.0,4.0,365.0,4
9620,other,1600.0,2.0,90.0,3
9622,other,3000.0,6.0,300.0,6
9623,other,1903.0,3.0,165.0,3
9625,other,2996.0,4.0,200.0,4
9628,other,551.0,1.0,30.0,1
9630,other,550.0,1.0,16.0,1
9631,other,1780.0,3.0,100.0,3
9633,other,1310.0,3.0,90.0,3
9636,other,1603.0,2.0,125.0,3
9637,other,2180.0,3.0,285.0,3
9638,other,450.0,1.0,30.0,1
9639,other,3000.0,4.0,301.0,4
9642,other,1275.0,2.0,69.0,2
9644,other,1623.0,3.0,155.0,3
9646,other,900.0,1.0,52.3,1
9652,other,1200.0,2.0,110.0,2
9653,other,1400.0,2.0,78.0,3
9654,other,2648.0,3.0,238.0,3
9656,other,1475.0,3.0,80.0,3
9657,other,1721.0,3.0,93.0,3
9659,other,4800.0,4.0,420.0,4
9660,other,1163.0,2.0,68.0,2
9661,other,801.0,1.0,33.645,1
9662,other,1300.0,2.0,80.0,3
9666,other,998.0,2.0,65.0,2
9667,other,3300.0,9.0,450.0,10
9668,other,1040.0,2.0,78.0,2
9671,other,1907.0,2.0,200.0,3
9672,other,1330.0,2.0,80.0,2
9673,other,4446.0,3.0,410.0,3
9674,other,1320.0,2.0,95.0,3
9681,other,2200.0,2.0,150.0,4
9682,other,1092.0,3.0,95.0,3
9688,other,1130.0,2.0,75.0,2
9690,other,1900.0,3.0,190.0,3
9692,other,1200.0,4.0,110.0,4
9693,other,1630.0,3.0,131.0,3
9694,other,1050.0,2.0,41.0,1
9696,other,3210.0,4.0,380.0,3
9697,other,5425.0,13.0,275.0,13
9698,other,1200.0,4.0,135.0,4
9700,other,900.0,2.0,48.0,2
9701,other,4041.0,4.0,345.0,4
9702,other,620.0,1.0,25.0,1
9703,other,1210.0,2.0,75.0,2
9706,other,1200.0,1.0,70.0,2
9708,other,1200.0,3.0,70.0,2
9710,other,1130.0,2.0,68.0,2
9713,other,2750.0,5.0,275.0,3
9714,other,800.0,2.0,55.0,2
9715,other,1244.0,2.0,95.0,2
9716,other,1500.0,4.0,180.0,3
9717,other,1200.0,2.0,75.0,2
9718,other,400.0,2.0,50.0,1
9720,other,2159.0,3.0,120.0,3
9722,other,1200.0,1.0,48.0,1
9727,other,1450.0,2.0,90.0,2
9729,other,10030.0,1.0,150.0,1
9731,other,2300.0,3.0,280.0,3
9735,other,925.0,2.0,55.0,2
9736,other,3900.0,3.0,250.0,3
9737,other,1400.0,2.0,160.0,2
9738,other,1715.0,3.0,95.0,3
9739,other,703.0,2.0,60.0,2
9742,other,600.0,1.0,20.0,1
9743,other,4382.0,4.0,400.0,4
9744,other,1030.0,2.0,77.25,3
9745,other,1254.0,2.0,70.0,3
9747,other,1293.0,2.0,80.0,2
9750,other,1000.0,2.0,66.0,2
9751,other,1864.0,3.0,115.0,3
9752,other,1200.0,2.0,135.0,2
9758,other,1525.0,2.0,91.48,3
9759,other,975.0,2.0,60.0,2
9762,other,1500.0,2.0,85.0,1
9765,other,1200.0,4.0,138.0,2
9766,other,1100.0,2.0,68.0,2
9767,other,4000.0,6.0,460.0,6
9769,other,2950.0,4.0,250.0,4
9770,other,1464.0,2.0,115.0,3
9771,other,1385.0,3.0,90.0,3
9775,other,1415.0,2.0,120.0,2
9780,other,2400.0,2.0,185.0,3
9783,other,1025.0,2.0,65.0,2
9784,other,1020.0,2.0,70.0,2
9785,other,1155.0,2.0,69.0,2
9786,other,2030.0,2.0,182.0,3
9788,other,2900.0,3.0,325.0,3
9792,other,1500.0,2.0,145.0,2
9796,other,2597.0,4.0,189.0,4
9800,other,1201.0,2.0,65.0,2
9801,other,660.0,1.0,30.0,1
9803,other,2735.0,4.0,340.0,3
9804,other,950.0,2.0,65.0,2
9805,other,980.0,3.0,80.0,3
9810,other,1265.0,2.0,68.0,2
9813,other,660.0,1.0,35.0,1
9815,other,1458.0,2.0,87.0,3
9817,other,1178.0,2.0,80.0,2
9819,other,2700.0,4.0,295.0,4
9822,other,1300.0,2.0,95.0,2
9823,other,936.0,1.0,53.0,1
9824,other,1277.0,2.0,92.0,2
9826,other,1600.0,2.0,160.0,2
9834,other,1839.0,3.0,160.0,3
9837,other,925.0,2.0,100.0,2
9838,other,650.0,1.0,50.0,1
9840,other,720.0,1.0,32.39,1
9842,other,1600.0,3.0,130.0,3
9843,other,1296.0,2.0,70.0,2
9847,other,2200.0,3.0,225.0,4
9849,other,1626.6,3.0,133.0,3
9851,other,1100.0,2.0,60.0,2
9852,other,1348.0,2.0,100.0,2
9854,other,1350.0,4.0,175.0,4
9860,other,1410.0,3.0,90.0,3
9861,other,1460.0,2.0,87.0,3
9862,other,1260.0,2.0,85.05,3
9863,other,3000.0,3.0,265.0,3
9864,other,1200.0,2.0,120.0,3
9866,other,1800.0,3.0,150.0,3
9870,other,2098.0,3.0,210.0,3
9871,other,2400.0,3.0,270.0,3
9872,other,1800.0,3.0,192.0,3
9874,other,509.0,1.0,20.0,1
9878,other,2350.0,5.0,325.0,5
9879,other,2050.0,3.0,135.0,3
9880,other,2100.0,1.0,200.0,2
9881,other,1276.0,2.0,146.0,2
9884,other,1600.0,3.0,100.0,3
9885,other,2100.0,3.0,280.0,4
9888,other,2100.0,3.0,270.0,3
9891,other,3500.0,4.0,320.0,4
9893,other,1540.0,3.0,150.0,3
9894,other,3200.0,4.0,270.0,4
9896,other,1165.0,2.0,65.0,2
9899,other,1645.0,3.0,87.0,3
9903,other,800.0,1.0,95.0,2
9904,other,1650.0,2.0,140.0,4
9906,other,4395.0,3.0,240.0,3
9908,other,1936.0,3.0,139.0,3
9910,other,1220.0,2.0,65.0,2
9912,other,1200.0,1.0,65.0,1
9916,other,1310.0,2.0,88.0,2
9918,other,2000.0,5.0,240.0,5
9919,other,4500.0,4.0,345.0,4
9920,other,3155.0,4.0,316.0,3
9922,other,1441.0,2.0,115.0,2
9923,other,418.0,1.0,17.0,1
9924,other,1200.0,3.0,80.0,3
9925,other,1500.0,2.0,200.0,3
9927,other,610.0,1.0,28.0,1
9929,other,1864.0,3.0,120.0,3
9930,other,950.0,2.0,57.0,2
9932,other,1100.0,2.0,62.0,2
9934,other,1200.0,4.0,165.0,4
9936,other,1200.0,2.0,90.0,3
9938,other,1279.0,2.0,100.0,2
9944,other,3600.0,4.0,300.0,4
9945,other,3730.0,6.0,430.0,4
9946,other,1600.0,4.0,120.0,3
9947,other,1120.0,2.0,60.0,2
9949,other,1308.0,2.0,86.0,2
9950,other,2170.0,3.0,265.0,4
9954,other,1225.0,2.0,71.05,2
9956,other,1200.0,3.0,78.0,2
9957,other,2180.0,3.0,273.0,3
9962,other,3300.0,8.0,310.0,8
9963,other,1300.0,2.0,95.0,2
9964,other,1350.0,2.0,89.5,2
9965,other,2312.0,3.0,156.0,3
9966,other,1175.0,2.0,70.0,2
9968,other,2150.0,3.0,240.0,3
9970,other,1386.0,3.0,93.0,4
9974,other,6652.0,6.0,510.0,4
9976,other,2500.0,2.0,300.0,3
9977,other,1500.0,2.0,120.0,3
9980,other,1200.0,1.0,39.82,1
9981,other,3520.0,6.0,460.0,5
9984,other,1200.0,3.0,68.0,3
9986,other,3800.0,6.0,390.0,6
9987,other,410.0,1.0,48.0,1
9988,other,1717.0,3.0,200.0,3
9989,other,880.0,1.0,90.0,2
9991,other,1293.0,2.0,80.0,2
9992,other,1280.0,2.0,68.48,2
9993,other,1065.0,3.0,72.0,3
9995,other,1250.0,2.0,77.13,3
9997,other,2100.0,3.0,210.0,4
10000,other,7000.0,6.0,560.0,6
10002,other,1220.0,2.0,72.0,2
10006,other,1100.0,2.0,75.0,2
10007,other,1350.0,2.0,90.0,2
10008,other,4800.0,5.0,350.0,4
10010,other,1200.0,3.0,110.0,3
10011,other,705.0,1.0,65.0,1
10013,other,1250.0,2.0,75.0,2
10017,other,648.0,1.0,40.0,1
10019,other,1200.0,5.0,150.0,4
10021,other,500.0,1.0,13.0,1
10022,other,2400.0,4.0,325.0,5
10024,other,1180.0,2.0,65.0,2
10028,other,975.0,2.0,55.0,2
10031,other,1115.0,2.0,115.0,2
10037,other,1495.0,3.0,90.0,3
10041,other,1000.0,2.0,60.0,2
10044,other,660.0,2.0,76.0,2
10046,other,1275.0,2.0,76.0,2
10048,other,793.0,1.0,40.0,1
10051,other,1630.0,2.0,130.0,3
10054,other,3000.0,3.0,400.0,3
10055,other,1200.0,2.0,82.0,2
10056,other,1419.0,3.0,85.0,3
10058,other,2020.0,3.0,270.0,3
10059,other,850.0,1.0,50.0,1
10060,other,933.0,2.0,55.0,2
10064,other,823.0,2.0,80.0,2
10066,other,1750.0,3.0,120.0,3
10068,other,750.0,2.0,40.0,2
10070,other,2150.0,3.0,170.0,3
10071,other,2200.0,2.0,190.0,3
10072,other,1368.0,2.0,87.0,2
10073,other,1507.0,3.0,80.0,3
10075,other,1200.0,3.0,70.0,3
10076,other,1175.0,2.0,83.0,2
10077,other,6729.0,4.0,900.0,3
10079,other,1400.0,3.0,98.0,3
10085,other,2240.0,3.0,300.0,3
10088,other,1520.0,3.0,165.0,3
10091,other,2360.0,3.0,185.0,4
10095,other,600.0,4.0,70.0,2
10096,other,800.0,1.0,45.0,2
10097,other,1200.0,4.0,120.0,4
10098,other,1892.0,3.0,200.0,3
10100,other,1050.0,2.0,65.0,2
10102,other,1625.0,3.0,92.0,3
10105,other,1269.0,2.0,97.0,2
10108,other,1353.0,2.0,110.0,3
10109,other,1200.0,2.0,68.0,2
10110,other,1250.0,2.0,70.0,3
10111,other,1950.2,3.0,261.0,3
10112,other,2171.66,3.0,298.0,3
10114,other,1600.0,3.0,100.0,3
10115,other,540.0,1.0,22.0,1
10116,other,1950.2,3.0,193.0,3
10119,other,1013.0,2.0,60.0,2
10120,other,2100.0,3.0,220.0,3
10123,other,1625.0,3.0,95.0,3
10125,other,1600.0,5.0,140.0,5
10127,other,930.0,1.0,55.0,2
10131,other,2400.0,3.0,185.0,4
10133,other,1427.0,2.0,85.0,3
10134,other,2031.0,2.0,200.0,2
10135,other,2000.0,3.0,180.0,4
10137,other,700.0,1.0,25.5,1
10138,other,1200.0,3.0,120.0,3
10139,other,1200.0,2.0,115.0,2
10141,other,1650.0,6.0,200.0,5
10142,other,2000.0,3.0,200.0,3
10143,other,1150.0,2.0,90.0,2
10144,other,595.0,1.0,40.0,1
10146,other,5480.0,4.0,400.0,3
10148,other,5656.0,5.0,499.0,3
10153,other,3700.0,4.0,400.0,4
10154,other,1625.0,3.0,150.0,3
10157,other,1515.0,3.0,80.5,3
10161,other,2505.0,3.0,165.0,3
10164,other,1650.0,3.0,135.0,3
10165,other,925.0,2.0,68.0,2
10167,other,1750.0,3.0,100.0,3
10168,other,747.0,1.0,27.0,1
10170,other,1738.0,3.0,110.0,3
10173,other,1720.0,3.0,95.0,3
10174,other,500.0,1.0,51.0,1
10178,other,1290.0,2.0,71.95,2
10179,other,1650.0,3.0,140.0,3
10183,other,2559.0,1.0,55.0,1
10184,other,720.0,1.0,28.0,1
10185,other,1100.0,2.0,90.0,2
10189,other,600.0,1.0,22.8,1
10190,other,540.0,1.0,24.0,1
10197,other,1200.0,4.0,85.0,4
10200,other,2400.0,3.0,185.0,3
10201,other,1432.0,3.0,79.0,3
10202,other,1500.0,3.0,90.0,3
10203,other,3500.0,3.0,425.0,4
10204,other,3100.0,5.0,425.0,4
10207,other,1200.0,4.0,110.0,4
10208,other,600.0,1.0,24.0,1
10209,other,1770.0,3.0,99.0,3
10210,other,1800.0,3.0,130.0,3
10212,other,1570.0,2.0,95.0,3
10213,other,2250.0,3.0,180.0,3
10214,other,1270.0,2.0,172.0,2
10217,other,3210.0,2.0,353.0,5
10225,other,1950.0,3.0,132.0,3
10226,other,1200.0,2.0,130.0,3
10228,other,1600.0,3.0,102.0,3
10232,other,1100.0,2.0,65.0,2
10234,other,600.0,3.0,72.0,2
10235,other,1200.0,3.0,75.0,3
10236,other,450.0,1.0,20.0,1
10238,other,1719.0,3.0,95.0,3
10241,other,540.0,1.0,22.5,1
10244,other,1500.0,3.0,85.0,3
10245,other,1360.0,2.0,73.0,3
10247,other,1182.0,2.0,64.0,2
10248,other,1350.0,1.0,120.0,3
10249,other,1500.0,3.0,90.0,3
10250,other,2292.0,2.0,285.0,3
10251,other,1945.0,3.0,135.0,3
10253,other,1075.0,2.0,58.0,2
10259,other,1035.0,2.0,60.0,2
10260,other,1232.0,2.0,94.28,2
10262,other,6652.0,6.0,660.0,4
10266,other,2700.0,3.0,230.0,4
10269,other,6688.0,6.0,700.0,4
10271,other,2872.0,4.0,183.0,4
10274,other,1100.0,2.0,64.08,2
10277,other,1600.0,2.0,90.0,2
10279,other,530.0,1.0,18.0,1
10281,other,1800.0,5.0,140.0,6
10282,other,1012.0,2.0,62.0,2
10284,other,1490.0,3.0,140.0,3
10286,other,1650.0,1.0,130.0,2
10290,other,1155.0,2.0,64.0,2
10292,other,1200.0,2.0,70.0,2
10293,other,1800.0,1.0,200.0,1
10296,other,1353.0,2.0,110.0,2
10297,other,812.0,1.0,26.0,1
10300,other,3600.0,5.0,400.0,4
